node1	node1;label	relationship	relationship;label	node2	node2;label
91	RAIS_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
91	RAIS_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
91	RAIS_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
91	RAIS_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2006-12-10	
91	RAIS_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200550	
91	RAIS_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
92	DCC_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
92	DCC_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
92	DCC_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
92	DCC_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-02-01	
92	DCC_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200575	
92	DCC_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
93	PIA_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
93	PIA_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
93	PIA_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
93	PIA_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-02-12	
93	PIA_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200575	
93	PIA_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
94	PAIC_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
94	PAIC_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
94	PAIC_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
94	PAIC_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-02-14	
94	PAIC_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200575	
94	PAIC_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
95	PAS_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
95	PAS_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
95	PAS_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
95	PAS_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-02-15	
95	PAS_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200575	
95	PAS_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
96	PAC_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
96	PAC_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
96	PAC_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
96	PAC_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-02-15	
96	PAC_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200575	
96	PAC_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
97	CAGED_2006_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
97	CAGED_2006_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS E DESEMPREGADOS	
97	CAGED_2006_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2006-03	
97	CAGED_2006_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2006-06-26	
97	CAGED_2006_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200525	
97	CAGED_2006_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
98	CAGED_2006_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
98	CAGED_2006_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS E DESEMPREGADOS	
98	CAGED_2006_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2006-09	
98	CAGED_2006_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2006-12-04	
98	CAGED_2006_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200525	
98	CAGED_2006_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
99	RAIS_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
99	RAIS_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
99	RAIS_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
99	RAIS_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-11-15	
99	RAIS_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200650	
99	RAIS_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
100	PIA_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
100	PIA_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
100	PIA_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
100	PIA_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-08-27	
100	PIA_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
100	PIA_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
101	PAIC_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
101	PAIC_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
101	PAIC_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
101	PAIC_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-08-27	
101	PAIC_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
101	PAIC_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
102	PAS_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
102	PAS_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
102	PAS_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
102	PAS_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-08-27	
102	PAS_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
102	PAS_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
103	PAC_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
103	PAC_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
103	PAC_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
103	PAC_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-08-27	
103	PAC_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
103	PAC_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
104	CAGED_2007_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
104	CAGED_2007_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
104	CAGED_2007_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2007-03	
104	CAGED_2007_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-09-12	
104	CAGED_2007_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200625	
104	CAGED_2007_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
105	DCC_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
105	DCC_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
105	DCC_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
105	DCC_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-09-12	
105	DCC_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
105	DCC_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
106	PCAD_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PCAD	
106	PCAD_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA CADASTRO	
106	PCAD_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
106	PCAD_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2006-12-20	
106	PCAD_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
106	PCAD_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
107	CAGED_2007_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
107	CAGED_2007_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
107	CAGED_2007_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2007-09	
107	CAGED_2007_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2007-12-31	
107	CAGED_2007_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200625	
107	CAGED_2007_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
108	DCC_1993	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
108	DCC_1993	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
108	DCC_1993	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1993	
108	DCC_1993	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
108	DCC_1993	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199375	
108	DCC_1993	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
109	DCC_1994	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
109	DCC_1994	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
109	DCC_1994	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1994	
109	DCC_1994	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
109	DCC_1994	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199475	
109	DCC_1994	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
110	DCC_1996	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
110	DCC_1996	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
110	DCC_1996	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1996	
110	DCC_1996	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
110	DCC_1996	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199675	
110	DCC_1996	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
111	DCC_1997	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
111	DCC_1997	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
111	DCC_1997	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1997	
111	DCC_1997	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
111	DCC_1997	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199775	
111	DCC_1997	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
112	DCC_1998	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
112	DCC_1998	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
112	DCC_1998	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1998	
112	DCC_1998	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
112	DCC_1998	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199875	
112	DCC_1998	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
113	DCC_1999	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
113	DCC_1999	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
113	DCC_1999	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^1999	
113	DCC_1999	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
113	DCC_1999	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	199975	
113	DCC_1999	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
114	DCC_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
114	DCC_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
114	DCC_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
114	DCC_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-04-28	
114	DCC_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
114	DCC_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
115	PCAD II_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PCAD II	
115	PCAD II_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA CADASTRO	
115	PCAD II_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
115	PCAD II_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-06-26	
115	PCAD II_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200675	
115	PCAD II_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
116	FGV_2005	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FGV	
116	FGV_2005	DSC_FONTE_ATU	Descrição da Fonte de Atualização	FUNDAÇÃO GETULIO VARGAS	
116	FGV_2005	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2005	
116	FGV_2005	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-07-21	
116	FGV_2005	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	0	
116	FGV_2005	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	E	Extra
117	CAGED_2008_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
117	CAGED_2008_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
117	CAGED_2008_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2008-03	
117	CAGED_2008_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-10-03	
117	CAGED_2008_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200725	
117	CAGED_2008_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
118	RAIS_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
118	RAIS_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
118	RAIS_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
118	RAIS_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-10-20	
118	RAIS_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200750	
118	RAIS_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
119	DCC_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
119	DCC_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
119	DCC_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
119	DCC_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-11-05	
119	DCC_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
119	DCC_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
120	FGV_2006	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FGV	
120	FGV_2006	DSC_FONTE_ATU	Descrição da Fonte de Atualização	FUNDAÇÃO GETULIO VARGAS	
120	FGV_2006	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2006	
120	FGV_2006	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-07-21	
120	FGV_2006	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	0	
120	FGV_2006	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	E	Extra
121	PIA_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
121	PIA_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
121	PIA_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
121	PIA_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-11-21	
121	PIA_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
121	PIA_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
122	PAIC_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
122	PAIC_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
122	PAIC_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
122	PAIC_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-11-21	
122	PAIC_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
122	PAIC_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
123	PAS_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
123	PAS_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
123	PAS_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
123	PAS_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-11-21	
123	PAS_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
123	PAS_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
124	PAC_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
124	PAC_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
124	PAC_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
124	PAC_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-11-21	
124	PAC_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
124	PAC_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
125	SIMCAD_2007	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
125	SIMCAD_2007	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
125	SIMCAD_2007	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2007	
125	SIMCAD_2007	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-12-01	
125	SIMCAD_2007	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200775	
125	SIMCAD_2007	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
126	CAGED_2008_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
126	CAGED_2008_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
126	CAGED_2008_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2008-09	
126	CAGED_2008_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2008-12-10	
126	CAGED_2008_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200725	
126	CAGED_2008_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
127	RAIS_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
127	RAIS_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
127	RAIS_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
127	RAIS_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-08-18	
127	RAIS_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200850	
127	RAIS_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
128	PIA_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
128	PIA_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
128	PIA_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
128	PIA_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-09-23	
128	PIA_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
128	PIA_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
129	PAIC_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
129	PAIC_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
129	PAIC_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
129	PAIC_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-09-23	
129	PAIC_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
129	PAIC_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
130	PAS_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
130	PAS_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
130	PAS_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
130	PAS_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-09-23	
130	PAS_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
130	PAS_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
131	PAC_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
131	PAC_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
131	PAC_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
131	PAC_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-09-23	
131	PAC_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
131	PAC_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
132	CAGED_2009_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
132	CAGED_2009_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
132	CAGED_2009_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2009-03	
132	CAGED_2009_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-11-16	
132	CAGED_2009_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200825	
132	CAGED_2009_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
133	CAGED_2009_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
133	CAGED_2009_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
133	CAGED_2009_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2009-09	
133	CAGED_2009_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-11-16	
133	CAGED_2009_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200825	
133	CAGED_2009_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
134	SIMCAD_2008	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
134	SIMCAD_2008	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
134	SIMCAD_2008	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2008	
134	SIMCAD_2008	DAT_FONTE_ATU	Data da Fonte de Atualização	^2009-11-16	
134	SIMCAD_2008	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200875	
134	SIMCAD_2008	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
135	RAIS_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
135	RAIS_2009	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
135	RAIS_2009	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2009	
135	RAIS_2009	DAT_FONTE_ATU	Data da Fonte de Atualização	^2010-07-12	
135	RAIS_2009	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	200950	
135	RAIS_2009	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
136	DCC_2009	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
